CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLCOA496,PRESA INTERNACIONAL LA AMISTAD 3,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.27306,29.46176,2022,<2,Excelente,17.56,Buena calidad,<10,Excelente,,,10,Excelente,,,,,103.6,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,ND,SI,ND,SI,SI,LENTICO
DLCOA501,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  1,RÍO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,RÍO NADADORES,CUATRO CIENEGAS,LÉNTICO (HUMEDAL),LAGO,-101.99227,26.78061,2022,<2,Excelente,<10,Excelente,<10,Excelente,1782,Contaminada,<3,Excelente,,,,,95.7,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLCOA502,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  3,RÍO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,RÍO NADADORES,CUATRO CIENEGAS,LÉNTICO (HUMEDAL),LAGO,-102.00291,26.88327,2022,<2,Excelente,<10,Excelente,<10,Excelente,2359,Contaminada,<3,Excelente,,,,,84.3,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLCOA503,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  4,RÍO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,RÍO NADADORES,CUATRO CIENEGAS,LÉNTICO (HUMEDAL),LAGO,-102.02923,26.91218,2022,<2,Excelente,<10,Excelente,<10,Excelente,663,Aceptable,<3,Excelente,,,,,119.1,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOA504,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,RÍO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,RÍO NADADORES,RIO CUATRO CIENEGAS,LÓTICO (HUMEDAL),RÍO,-102.07235,26.90826,2022,<2,Excelente,<10,Excelente,<10,Excelente,2359,Contaminada,<3,Excelente,,,94.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL535,MANANTIAL ZACUALPAN,LERMA SANTIAGO PACÍFICO,COLIMA,COMALA,ARMERÍA,RIO ARMERIA,LÓTICO,RÍO,-103.81945,19.39268,2022,<2,Excelente,<10,Excelente,<10,Excelente,161,Buena calidad,10,Excelente,,,86.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCOL536,DERIVADORA PEÑITAS,LERMA SANTIAGO PACÍFICO,COLIMA,COMALA,ARMERÍA,RIO ARMERIA,LÓTICO (HUMEDAL),RÍO,-103.81367,19.32752,2022,2.28,Excelente,<10,Excelente,650,Fuertemente contaminada,17890,Fuertemente contaminada,5630,Fuertemente contaminada,,,106.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLCOL539,EL CHICAL,LERMA SANTIAGO PACÍFICO,COLIMA,COQUIMATLÁN,ARMERÍA,RIO ARMERIA,LÓTICO (HUMEDAL),RÍO,-103.8438,19.23557,2022,22.3,Aceptable,25.79,Aceptable,107.8,Aceptable,24196,Fuertemente contaminada,1785,Fuertemente contaminada,,,96.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLCOL540,PUENTE PUEBLO JUAREZ,LERMA SANTIAGO PACÍFICO,COLIMA,COQUIMATLÁN,ARMERÍA,RIO ARMERIA,LÓTICO (HUMEDAL),RÍO,-103.83638,19.19427,2022,<2,Excelente,<10,Excelente,80.7,Aceptable,15531,Fuertemente contaminada,305,Buena calidad,,,98.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL542,DREN ASMOLES,LERMA SANTIAGO PACÍFICO,COLIMA,COQUIMATLÁN,ARMERÍA,RIO COLIMA,LÓTICO,RÍO,-103.82355,19.16825,2022,9.4,Aceptable,14.21,Buena calidad,100.8,Aceptable,24196,Fuertemente contaminada,309,Buena calidad,,,79.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL544,AGUAS ARRIBA PLANTA DE TRATAMIENTO CIAPACOV,LERMA SANTIAGO PACÍFICO,COLIMA,COLIMA,ARMERÍA,RIO COLIMA,LÓTICO,RÍO,-103.76331,19.20653,2022,<2,Excelente,23.41,Aceptable,36.9,Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,97.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLCOL547,LA CUMBRE,LERMA SANTIAGO PACÍFICO,COLIMA,COLIMA,COAHUAYANA 1,RIO SALADO,LÓTICO,RÍO,-103.693863,19.194165,2022,<2,Excelente,26.75,Aceptable,<10,Excelente,24196,Fuertemente contaminada,185,Buena calidad,,,108.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL5538,A.P. EL NARANJAL,LERMA SANTIAGO PACÍFICO,COLIMA,VILLA DE ÁLVAREZ,ARMERÍA,ARROYO EL NARANJAL,LÓTICO,ARROYO,-103.652456,19.407731,2022,<2,Excelente,<10,Excelente,<10,Excelente,203,Aceptable,189,Buena calidad,,,86.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCOL5539,A.P OBRA DE TOMA LA LIMA NUEVO NARANJAL,LERMA SANTIAGO PACÍFICO,COLIMA,VILLA DE ÁLVAREZ,ARMERÍA,ARROYO NUEVO NARANJAL,LÓTICO,ARROYO,-103.672064,19.405703,2022,<2,Excelente,<10,Excelente,11.2,Excelente,3076,Contaminada,1182,Fuertemente contaminada,,,87.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLCOL556,DESEMBOCADURA RIO COAHUAYANA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,COAHUAYANA 2,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),OCÉANO-MAR,-103.73711,18.68668,2022,8.7,Aceptable,<10,Excelente,476,Fuertemente contaminada,77010,Fuertemente contaminada,6510,Fuertemente contaminada,,,62.7,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,COSTERO
DLCOL563,AGUAS ABAJO COLONIA RUIZ CORTINEZ,LERMA SANTIAGO PACÍFICO,COLIMA,ARMERÍA,ARMERÍA,RIO ARMERIA,LÓTICO (HUMEDAL),RÍO,-103.94326,18.92628,2022,7.8,Aceptable,13.38,Buena calidad,225,Contaminada,15531,Fuertemente contaminada,934,Contaminada,,,96.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLCOL569,PUENTE PERIQUILLOS,LERMA SANTIAGO PACÍFICO,COLIMA,ARMERÍA,ARMERÍA,RIO ARMERIA,LÓTICO (HUMEDAL),RÍO,-103.94611,18.95472,2022,5.9,Buena calidad,13.38,Buena calidad,210.4,Contaminada,17329,Fuertemente contaminada,3130,Fuertemente contaminada,,,94,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLCOL574,DERIVADORA JALA 1,LERMA SANTIAGO PACÍFICO,COLIMA,TECOMÁN,ARMERÍA,RIO ARMERIA,LÓTICO,RÍO,-103.882306,19.112528,2022,<2,Excelente,<10,Excelente,<10,Excelente,9804,Contaminada,110,Excelente,,,96,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL578,AGUAS ARRIBA DEL POBLADO PEÑA COLORADA,LERMA SANTIAGO PACÍFICO,COLIMA,MINATITLÁN,RÍO MARABASCO A,RIO MARABASCO,LÓTICO,RÍO,-104.08454,19.36876,2022,<2,Excelente,29.26,Aceptable,<10,Excelente,5172,Contaminada,295,Buena calidad,,,111.7,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL579,AGUAS ABAJO DEL POBLADO PEÑA COLORADA,LERMA SANTIAGO PACÍFICO,COLIMA,MINATITLÁN,RÍO MARABASCO A,RIO MARABASCO,LÓTICO,RÍO,-104.105774,19.345503,2022,<2,Excelente,12.54,Buena calidad,19,Excelente,5172,Contaminada,318,Buena calidad,,,108.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOL595W1,LAGUNA VALLE DE LAS GARZAS MANZANILLO,LERMA SANTIAGO PACÍFICO,COLIMA,MANZANILLO,RÍO MARABASCO B,LAGUNA COSTERA,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-104.30395,19.08616,2022,,,,,39.1,Buena calidad,24196,Fuertemente contaminada,,,355,Contaminada,,,82,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"CF,ENT_FEC,",ND,ND,SI,NO,ND,NO,SI,SI,COSTERO
DLCOL622,CARRETERA LIBRE CRUCERO DE CUYUTLAN,LERMA SANTIAGO PACÍFICO,COLIMA,ARMERÍA,RÍO MARABASCO B,LAGUNA DE CUYUTLAN,COSTERO (HUMEDAL),LAGUNA,-104.03984,18.94119,2022,,,,,92.1,Aceptable,11199,Fuertemente contaminada,,,<3,Excelente,,,135.4,Contaminada,,,,,,,,,,,,,<1,No Toxico,,,Amarillo,"CF,OD%S,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
DLDUR634,RIO PIAXTLA 6,PACÍFICO NORTE,DURANGO,SAN DIMAS,RÍO PIAXTLA 1,RIO PIAXTLA,LÓTICO,RÍO,-105.54945,24.29637,2022,<2,Excelente,<10,Excelente,<10,Excelente,<3,Excelente,<3,Excelente,,,100.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLDUR659,LA CIENEGA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,RÍO SAN LORENZO 1,ARROYO EL CARMEN,LÓTICO,ARROYO,-106.34385,25.04165,2022,<2,Excelente,<10,Excelente,<10,Excelente,<3,Excelente,<3,Excelente,,,97.1,Excelente,,,,,,,2.24,Toxicidad moderada,1.4,Toxicidad moderada,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLDUR660,EL SALTO - DURANGO,PACÍFICO NORTE,DURANGO,PUEBLO NUEVO,RÍO PRESIDIO 1,ARROYO EL SALTO,LÓTICO,ARROYO,-105.35438,23.80203,2022,<2,Excelente,18.39,Buena calidad,<10,Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,90.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR715,RIO NOMBRE DE DIOS,PACÍFICO NORTE,DURANGO,NOMBRE DE DIOS,RÍO SAN PEDRO-MEZQUITAL,RIO NOMBRE DE DIOS,LÓTICO,RÍO,-104.25755,23.83386,2022,<2,Excelente,<10,Excelente,<10,Excelente,17329,Fuertemente contaminada,14136,Fuertemente contaminada,,,84.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR719,"BIO PAPPEL PACKAGING, S.A. DE C.V. (ANTES EMPAQUES DE CARTON TITAN, S.A. DE C.V. FUSIONANTE DE EMPAQUES DEL NORTE, S.A. DE C.V.) (AGUAS ABAJO)",PACÍFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,RIO DURANGO,LÓTICO,DESCARGA,-104.4064,24.02408,2022,12,Aceptable,42.72,Contaminada,48,Buena calidad,880,Aceptable,359,Buena calidad,,,72.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
DLDUR724,DERIVADORA FRANCISCO VILLA,PACÍFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,RIO TUNAL,LÓTICO,RÍO,-104.5002,24.06653,2022,19.5,Aceptable,36.21,Aceptable,22.5,Excelente,2143,Contaminada,771,Aceptable,,,141.4,Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,OD%L,",SI,SI,SI,NO,SI,ND,NO,SI,LOTICO
DLDUR727,ACEQUIA GRANDE,PACÍFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,ARROYO ACEQUIA GRANDE,LÓTICO (HUMEDAL),ARROYO,-104.55011,24.07711,2022,79.5,Contaminada,239.25,Fuertemente contaminada,45.1,Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,<1,No Toxico,5.03,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLDUR734,EMBOTELLADORA GUADIANA S.A. DE C.V. (AGUAS ABAJO),PACÍFICO NORTE,DURANGO,DURANGO,RÍO DURANGO,ARROYO SECO,LÓTICO,DESCARGA,-104.61034,23.98766,2022,120,Contaminada,195.85,Contaminada,33.8,Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,14.5,Contaminada,,,,,,,1.44,Toxicidad moderada,3.98,Toxicidad moderada,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,",NO,NO,SI,NO,NO,ND,NO,SI,LOTICO
DLDUR773M1,PUENTE LOS ÍDOLOS,CUENCAS CENTRALES DEL NORTE,DURANGO,GUANACEVÍ,RÍO SEXTÍN,ARROYO GUANACEVÍ,LÓTICO,ARROYO,-105.86652,25.90154,2022,<2,Excelente,<10,Excelente,20.6,Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,93.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLDUR776,LAGUNA DE SANTIAGUILLO 1,PACÍFICO NORTE,DURANGO,NUEVO IDEAL,LAGUNA DE SANTIAGUILLO,LAGUNA DE SANTIAGUILLO,LÉNTICO (HUMEDAL),LAGO,-104.8794,24.87196,2022,3.7,Buena calidad,20.9,Aceptable,<10,Excelente,1320,Contaminada,630,Aceptable,,,,,88.6,Excelente,,,86.9,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLEST854,CIENEGAS DE LERMA 3,LERMA SANTIAGO PACÍFICO,MÉXICO,LERMA,RÍO LERMA 1,CIENEGAS DE LERMA,LÉNTICO (HUMEDAL),LAGO,-99.4959,19.3589,2022,58.56,Contaminada,89.37,Contaminada,22,Excelente,120,Buena calidad,75,Excelente,,,,,51.8,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DBO,DQO,",NO,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLEST856,TOLUCA ORIENTE  (A) AGUAS ARRIBA,LERMA SANTIAGO PACÍFICO,MÉXICO,LERMA,RÍO LERMA 1,CANAL TOTOLTEPEC,LÓTICO A - TIPO 9,CANAL,-99.53486,19.34433,2022,150,Fuertemente contaminada,384.25,Fuertemente contaminada,38.6,Buena calidad,2419600,Fuertemente contaminada,2419600,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,2.02,Toxicidad moderada,32.26,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLEST857,TOLUCA ORIENTE  (A) AGUAS ABAJO,LERMA SANTIAGO PACÍFICO,MÉXICO,LERMA,RÍO LERMA 1,CANAL TOTOLTEPEC,LÓTICO A - TIPO 9,CANAL,-99.53542,19.34542,2022,86,Contaminada,240,Fuertemente contaminada,35.8,Buena calidad,2419600,Fuertemente contaminada,2419600,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,",NO,NO,SI,NO,NO,ND,NO,SI,LOTICO
DLEST858,PUENTE CARRETERA TOLUCA-NAUCALPAN,LERMA SANTIAGO PACÍFICO,MÉXICO,XONACATLÁN,RÍO LERMA 1,RIO LERMA,LÓTICO (HUMEDAL),RÍO,-99.55517,19.37743,2022,95.4,Contaminada,116.22,Contaminada,44,Buena calidad,2400,Contaminada,2400,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,1.21,Toxicidad baja,8.2,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLEST859,TOLUCA NORTE  (A) AGUAS ARRIBA,LERMA SANTIAGO PACÍFICO,MÉXICO,TOLUCA,RÍO LERMA 1,RIO VERDIGUEL,LÓTICO A - TIPO 9,RÍO,-99.58126,19.37942,2022,176.25,Fuertemente contaminada,264.41,Fuertemente contaminada,105,Aceptable,2419600,Fuertemente contaminada,2419600,Fuertemente contaminada,,,10.8,Contaminada,,,,,,,<1,No Toxico,7.63,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLEST861,TOLUCA NORTE  (A) AGUAS ABAJO,LERMA SANTIAGO PACÍFICO,MÉXICO,TOLUCA,RÍO LERMA 1,RIO VERDIGUEL,LÓTICO A - TIPO 9,CANAL,-99.58033,19.38105,2022,123.75,Fuertemente contaminada,187.64,Contaminada,70.4,Buena calidad,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,,,,,,,,,<1,No Toxico,2.12,Toxicidad moderada,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,",NO,NO,SI,NO,NO,ND,ND,SI,LOTICO
DLEST862,PUENTE CARRETERA TOLUCA-TEMOAYA,LERMA SANTIAGO PACÍFICO,MÉXICO,TEMOAYA,RÍO LERMA 1,RIO LERMA,LÓTICO A - TIPO 9,RÍO,-99.61836,19.41124,2022,65,Contaminada,146.9,Contaminada,105.8,Aceptable,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,<1,No Toxico,2.54,Toxicidad moderada,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,",NO,NO,SI,NO,NO,ND,NO,SI,LOTICO
DLEST863,RIO LERMA 54,LERMA SANTIAGO PACÍFICO,MÉXICO,TEMOAYA,RÍO LERMA 1,RIO LERMA,LÓTICO,RÍO,-99.5938,19.40455,2022,98.2,Contaminada,141.42,Contaminada,140,Aceptable,2400,Contaminada,1100,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,1.2,Toxicidad baja,5.15,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
